0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	1
85	18
86	34
87	57
88	72
89	64
90	82
91	65
92	64
93	82
94	80
95	66
96	73
97	62
98	81
99	72
100	71
101	79
102	72
103	70
104	69
105	85
106	76
107	65
108	83
109	83
110	72
111	61
112	76
113	65
114	56
115	75
116	71
117	63
118	76
119	77
120	78
121	64
122	73
123	85
124	80
125	57
126	70
127	78
128	60
129	79
130	72
131	73
132	73
133	79
134	74
135	59
136	76
137	81
138	92
139	72
140	84
141	49
142	68
143	72
144	72
145	69
146	69
147	70
148	65
149	87
150	68
151	76
152	65
153	70
154	81
155	58
156	68
157	86
158	59
159	76
160	70
161	70
162	84
163	58
164	87
165	87
166	73
167	85
168	72
169	76
170	69
171	72
172	70
173	59
174	64
175	78
176	84
177	68
178	69
179	78
180	63
181	91
182	89
183	75
184	90
185	78
186	72
187	79
188	56
189	94
190	72
191	67
192	62
193	81
194	90
195	82
196	78
197	87
198	73
199	69
200	88
201	69
202	67
203	77
204	75
205	65
206	69
207	69
208	67
209	74
210	91
211	75
212	62
213	64
214	84
215	84
216	91
217	67
218	69
219	68
220	82
221	86
222	82
223	75
224	80
225	64
226	80
227	68
228	60
229	87
230	69
231	86
232	85
233	80
234	71
235	77
236	81
237	77
238	85
239	74
240	86
241	76
242	82
243	74
244	68
245	84
246	86
247	65
248	62
249	81
250	68
251	75
252	83
253	78
254	77
255	90
256	71
257	76
258	75
259	68
260	95
261	81
262	87
263	79
264	87
265	63
266	67
267	93
268	61
269	71
270	81
271	96
272	77
273	88
274	78
275	72
276	68
277	71
278	67
279	81
280	69
281	71
282	80
283	84
284	77
285	70
286	65
287	63
288	72
289	83
290	80
291	75
292	86
293	81
294	85
295	78
296	90
297	90
298	88
299	67
300	82
301	92
302	84
303	91
304	83
305	68
306	91
307	81
308	96
309	76
310	91
311	77
312	80
313	87
314	81
315	85
316	57
317	74
318	61
319	83
320	78
321	82
322	74
323	81
324	74
325	72
326	93
327	72
328	93
329	84
330	94
331	83
332	57
333	82
334	83
335	99
336	77
337	103
338	72
339	69
340	79
341	90
342	80
343	84
344	92
345	86
346	67
347	75
348	81
349	74
350	75
351	68
352	82
353	80
354	73
355	96
356	82
357	71
358	78
359	81
360	97
361	84
362	66
363	88
364	76
365	76
366	74
367	67
368	94
369	79
370	81
371	79
372	89
373	75
374	75
375	77
376	100
377	98
378	77
379	81
380	80
381	84
382	90
383	72
384	85
385	64
386	84
387	79
388	80
389	73
390	88
391	78
392	94
393	90
394	90
395	78
396	80
397	83
398	94
399	76
400	80
401	83
402	76
403	73
404	85
405	99
406	92
407	84
408	79
409	85
410	88
411	80
412	94
413	83
414	64
415	78
416	90
417	98
418	83
419	86
420	73
421	92
422	65
423	82
424	88
425	79
426	82
427	90
428	66
429	69
430	78
431	75
432	80
433	86
434	78
435	81
436	89
437	88
438	84
439	89
440	62
441	89
442	86
443	89
444	77
445	82
446	102
447	75
448	91
449	91
450	90
451	84
452	85
453	92
454	64
455	91
456	78
457	87
458	86
459	95
460	90
461	89
462	91
463	113
464	80
465	92
466	109
467	71
468	95
469	75
470	90
471	101
472	99
473	113
474	84
475	94
476	85
477	81
478	87
479	107
480	110
481	87
482	93
483	79
484	94
485	90
486	105
487	90
488	97
489	79
490	83
491	96
492	72
493	82
494	74
495	94
496	106
497	96
498	90
499	85
500	93
501	107
502	113
503	108
504	101
505	106
506	82
507	114
508	100
509	80
510	89
511	106
512	111
513	107
514	94
515	101
516	88
517	101
518	89
519	105
520	91
521	119
522	81
523	96
524	78
525	89
526	94
527	99
528	89
529	86
530	100
531	83
532	93
533	99
