0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	1
78	1
79	0
80	0
81	0
82	0
83	0
84	0
85	9
86	35
87	64
88	74
89	71
90	78
91	54
92	76
93	69
94	64
95	75
96	65
97	59
98	57
99	71
100	64
101	70
102	75
103	64
104	60
105	67
106	73
107	67
108	70
109	55
110	64
111	71
112	70
113	71
114	66
115	64
116	64
117	90
118	50
119	65
120	76
121	71
122	88
123	86
124	79
125	77
126	67
127	75
128	73
129	71
130	83
131	60
132	78
133	70
134	77
135	62
136	61
137	61
138	60
139	63
140	76
141	64
142	76
143	64
144	72
145	70
146	65
147	68
148	75
149	83
150	71
151	78
152	75
153	77
154	62
155	64
156	70
157	71
158	68
159	76
160	55
161	76
162	68
163	67
164	73
165	70
166	81
167	69
168	71
169	69
170	68
171	67
172	74
173	69
174	76
175	70
176	65
177	70
178	79
179	65
180	69
181	60
182	56
183	78
184	55
185	66
186	73
187	72
188	85
189	75
190	80
191	64
192	71
193	82
194	68
195	83
196	66
197	75
198	76
199	58
200	58
201	73
202	61
203	70
204	70
205	66
206	80
207	74
208	71
209	76
210	67
211	73
212	76
213	75
214	75
215	69
216	81
217	87
218	89
219	77
220	79
221	57
222	68
223	75
224	73
225	73
226	81
227	79
228	60
229	80
230	64
231	66
232	74
233	56
234	81
235	59
236	84
237	64
238	66
239	73
240	67
241	78
242	64
243	83
244	89
245	79
246	86
247	69
248	67
249	79
250	69
251	67
252	78
253	82
254	72
255	86
256	71
257	61
258	68
259	80
260	73
261	69
262	88
263	65
264	77
265	75
266	81
267	72
268	75
269	73
270	69
271	82
272	84
273	63
274	71
275	64
276	88
277	64
278	70
279	71
280	75
281	76
282	81
283	72
284	82
285	55
286	75
287	72
288	87
289	86
290	65
291	81
292	70
293	76
294	66
295	81
296	74
297	81
298	77
299	78
300	83
301	69
302	70
303	79
304	72
305	89
306	74
307	76
308	75
309	74
310	67
311	73
312	59
313	62
314	88
315	85
316	64
317	71
318	74
319	65
320	74
321	75
322	79
323	82
324	78
325	85
326	74
327	64
328	73
329	81
330	72
331	81
332	83
333	102
334	69
335	71
336	80
337	75
338	79
339	83
340	69
341	87
342	87
343	74
344	75
345	63
346	88
347	69
348	69
349	83
350	69
351	79
352	70
353	77
354	78
355	74
356	70
357	74
358	79
359	66
360	87
361	66
362	92
363	83
364	70
365	74
366	61
367	65
368	59
369	73
370	90
371	88
372	82
373	82
374	86
375	64
376	67
377	68
378	76
379	63
380	82
381	58
382	69
383	70
384	67
385	99
386	81
387	71
388	82
389	65
390	67
391	84
392	76
393	85
394	63
395	77
396	88
397	67
398	80
399	74
400	80
401	89
402	86
403	69
404	69
405	82
406	72
407	75
408	84
409	83
410	68
411	56
412	81
413	64
414	72
415	67
416	80
417	85
418	66
419	65
420	64
421	81
422	87
423	70
424	70
425	77
426	66
427	67
428	69
429	78
430	82
431	86
432	62
433	66
434	91
435	78
436	71
437	82
438	71
439	85
440	73
441	76
442	71
443	65
444	90
445	81
446	80
447	84
448	93
449	77
450	78
451	79
452	64
453	88
454	84
455	87
456	77
457	76
458	77
459	69
460	85
461	80
462	83
463	86
464	98
465	80
466	76
467	62
468	76
469	77
470	84
471	78
472	84
473	82
474	79
475	87
476	89
477	87
478	100
479	82
480	102
481	76
482	89
483	88
484	83
485	87
486	81
487	87
488	92
489	101
490	82
491	70
492	102
493	101
494	79
495	67
496	103
497	96
498	92
499	90
500	90
501	90
502	88
503	94
504	90
505	91
506	111
507	78
508	81
509	110
510	85
511	93
512	90
513	92
514	93
515	82
516	90
517	91
518	97
519	88
520	107
521	78
522	90
523	91
524	83
525	91
526	97
527	108
528	80
529	92
530	90
531	97
532	81
533	104
